Iteration,TS_eBPF
2423,1706706956616897017
2427,1706706956616950198
2430,1706706956616972014
2434,1706706956617009420
2437,1706706956617045458
2441,1706706956617083071
2445,1706706956617120045
2449,1706706956617156975
2451,1706706956617176048
2455,1706706956617213123
2459,1706706956617249994
2462,1706706956617270679
2465,1706706956617305981
2469,1706706956617343374
2473,1706706956617380389
2475,1706706956617401389
2479,1706706956617438892
2483,1706706956617475835
2487,1706706956617512999
2489,1706706956617531989
2493,1706706956617569028
2497,1706706956617605893
2501,1706706956617643355
2503,1706706956617662367
2507,1706706956617699167
2511,1706706956617735851
2515,1706706956617772722
2517,1706706956617791710
2521,1706706956617828483
2525,1706706956617865399
2529,1706706956617902404
2531,1706706956617921839
2535,1706706956617958715
2539,1706706956617997404
2543,1706706956618035053
2545,1706706956618054146
2549,1706706956618091414
2553,1706706956618128387
2556,1706706956618149019
2559,1706706956618184457
2563,1706706956618221887
2567,1706706956618258951
2569,1706706956618278076
2573,1706706956618315053
2577,1706706956618351902
2581,1706706956618388775
2584,1706706956618409401
2587,1706706956618444634
2591,1706706956618481606
2595,1706706956618518992
2598,1706706956618539758
2601,1706706956618575059
2605,1706706956618614316
2609,1706706956618651363
2611,1706706956618670367
2615,1706706956618707452
2619,1706706956618744355
2622,1706706956618764955
2625,1706706956618800559
2629,1706706956618837664
2633,1706706956618874715
2636,1706706956618895235
2639,1706706956618930579
2643,1706706956618967724
2647,1706706956619004579
2651,1706706956619041446
2653,1706706956619060419
2657,1706706956619097682
2661,1706706956619134721
2665,1706706956619171544
2667,1706706956619193123
2671,1706706956619230592
2675,1706706956619267480
2677,1706706956619286552
2681,1706706956619323376
2685,1706706956619360672
2689,1706706956619397685
2691,1706706956619417001
2695,1706706956619453951
2699,1706706956619490782
2703,1706706956619527763
2705,1706706956619546724
2709,1706706956619583348
2713,1706706956619619957
2717,1706706956619667801
2719,1706706956619699836
2721,1706706956619729135
2723,1706706956619761503
2725,1706706956619785258
2729,1706706956619822546
2733,1706706956619862643
2735,1706706956619881581
2739,1706706956619918166
2743,1706706956619954739
2747,1706706956619991821
2749,1706706956620010763
2753,1706706956620047220
2757,1706706956620083916
2761,1706706956620120474
2763,1706706956620139235
2767,1706706956620175625
2771,1706706956620212007
2775,1706706956620248437
2777,1706706956620267282
2781,1706706956620304198
